topic,subtopic,content
Emboli,Gejala Emboli,"Gejala emboli tergantung pada jenis dan lokasi pembuluh darah yang tersumbat, serta pengaruhnya pada aliran darah. Makin besar ukuran pembuluh darah yang tersumbat, makin parah pula gejala yang ditimbulkan.
Berikut adalah contoh gejala emboli yang terjadi di pembuluh darah arteri tangan atau kaki:
- Tangan dan kaki terasa dingin dan pucat
- Otot terasa lemah, sulit bergerak
- Otot kram atau kedutan
- Nyeri saat berjalan
- Mati rasa atau kesemutan
Emboli juga dapat terjadi pada vena, atau disebut juga dengan DVT (deep vein thrombosis). Gejalanya meliputi:
- Bengkak dan nyeri pada salah satu kaki
- Sakit di area yang tersumbat
- Rasa hangat di area yang mengalami penyumbatan
- Kemerahan pada kulit kaki yang terkena emboli
Seperti yang telah disebutkan sebelumnya, emboli juga bisa menimbulkan kondisi berbahaya. Berikut ini adalah contoh gejala emboli yang termasuk gawat darurat:
1.Â Emboli paru, yang beberapa gejalanya adalah:
- Nyeri dada
- Sesak napas
- Batuk berdarah
- Pusing
- Keringat dingin
- Kulit kebiruan (sianosis)
- Detak jantung cepat atau tidak beraturan (takikardia)
- Penurunan kesadaran atau pingsan
2.Â StrokeÂ (emboli otak), yang ditandai dengan:
- Wajah tidak simetris atau pelo
- Kelumpuhan anggota tubuh
- Bicara cadel atau melantur
3. Serangan jantung (emboli pada pembuluh koroner jantung), dengan gejala berupa:
- Nyeri dada
- Sesak napas
- Mual
- Keringat dingin
"
Emboli,Gejala Emboli: Kapan harus ke dokter,"Segera konsultasikan ke dokter jika mengalami keluhan emboli di atas. Pada kondisi darurat, segera hubungi layanan ambulans. Jika memungkinkan, cepatlah ke IGD agar mendapatkan pertolongan yang lebih cepat.
"
Emboli,Diagnosis Emboli,"Dokter akan memulai diagnosis dengan menanyakan gejala dan riwayat kesehatan pasien. Setelah itu, dokter melakukan tes fisik menyeluruh, termasuk memeriksa pembengkakan dan perubahan warna kulit di kaki.
Untuk menegakkan diagnosis, dokter juga dapat melakukan beberapa pemeriksaan berikut:
- Tes darah, untuk mengukur kadar oksigen dan karbondioksida dalam darah
- Pemindaian, seperti MRI atau CT scan, untuk melihat kondisi pembuluh darah
- Venografi, untuk melihat kondisi pembuluh darah vena dengan menggunakan foto Rontgen
- Arteriogram, untuk melihat kondisi pembuluh darah arteri dengan foto Rontgen dan bantuan zat pewarna kontras
- Doppler ultrasound, untuk melihat kondisi aliran darah dan pembuluh darah dengan menggunakan gelombang suara berkekuatan tinggi
- Ekokardiogram, untuk melihat kondisi jantung
- Tes fungsi paru dan jantung, untuk mengetahui seberapa baik fungsi paru-paru dan jantung
"
Emboli,Pengobatan Emboli,"Pengobatan emboli tergantung pada ukuran emboli, serta lokasi dan penyebab penyumbatan. Metode penanganannya bisa dengan pemberian obat-obatan atau prosedur operasi. Berikut ini adalah penjelasannya:
"
Emboli,Pengobatan Emboli: Obat-obatan,"Obat-obatan yang digunakan dalam pengobatan emboli berfungsi untuk mengontrol pembentukan gumpalan darah dan menormalkan aliran darah ke organ tubuh yang tersumbat. Jenis obat yang dapat digunakan antara lain:
- Antikoagulan, seperti apixaban, warfarin dan heparin, untuk mencegah penggumpalan darah
- Antiplatelet, seperti aspirin dan clopidogrel, untuk mencegah pembentukan gumpalan baru
- Obat pemecah gumpalan darah, seperti alteplase, untuk meleburkan darah yang menggumpal
- Obat antinyeri dan obat penenang, untuk meredakan nyeri
"
Emboli,Pengobatan Emboli: Operasi,"Dokter akan menyarankan operasi jika emboli sudah parah atau tidak bisa diobati dengan obat-obatan. Metode operasi yang dapat dilakukan adalah:
- Embolektomi
Embolektomi bertujuan untuk mengangkat gumpalan di pembuluh darah. Prosedur ini dilakukan dengan menggunakan kateter atau melalui operasi terbuka
- Filter inferior vena cava (IVC)
Pada prosedur ini, dokter akan menanam alat khusus berbentuk jaring di pembuluh darah. Tujuannya adalah untuk menyaring gumpalan darah dan mencegahnya menyebar ke organ lain.
- Angioplasti
Angioplasti dilakukan dengan memasukkan balon kecil ke pembuluh darah kemudian menggembungkannya. Tujuannya adalah untuk melebarkan pembuluh darah yang tersumbat.
- Arterial bypass
Arterial bypass bertujuan untuk mencangkok pembuluh darah tambahan di pembuluh arteri yang tersumbat. Caranya bisa dengan mengambil vena dari bagian tubuh lain atau dengan menggunakan pipa buatan.
"
Emboli,Komplikasi Emboli,"Emboli yang tidak ditangani dapat menyebabkan komplikasi berbahaya yang bisa mengancam nyawa. Komplikasi yang dapat terjadi tergantung jenis dan lokasi pembuluh darah yang tersumbat, serta kondisi pasien. Beberapa komplikasinya adalah:
- Kerusakan organ akibat kekurangan oksigen
- Infeksi akibat kematian organ (gangrene)
- Amputasi tangan atau kaki
- Cacat permanen
- Kerusakan otak, jantung, atau paru-paru
- Syok
- Kematian mendadak
"
Emboli,Pencegahan Emboli,"Emboli tidak selalu dapat dicegah. Meski demikian, ada upaya yang dapat dilakukan untuk mengurangi risiko terjadinya emboli, antara lain:
- Rutin berolahraga, setidaknya 30 menit sehari
- Minum air putih yang cukup
- Menerapkan pola makan sehat dan bergizi seimbang
- Membatasi asupan garam dengan diet rendah garam

- Mempertahankan berat badan ideal
- Berhenti merokok dan hindari konsumsi minuman beralkohol
- Tidak duduk terlalu lama atau kurang aktif bergerak
- Menjalani pemeriksaan kesehatan secara berkala
"
Aritmia,Pengertian Aritmia,"Aritmia adalah gangguan yang terjadi pada irama jantung. Penderita aritmia bisa merasakan irama jantungnya terlalu cepat, terlalu lambat, atau tidak teratur.
Sebenarnya, aritmia normal terjadi pada kondisi jantung yang sehat. Namun, bila terjadi terus menerus atau berulang, aritmia bisa menandakan adanya masalah pada organ jantung.

"
Aritmia,Pengertian Aritmia,"Sebenarnya, aritmia normal terjadi pada kondisi jantung yang sehat. Namun, bila terjadi terus menerus atau berulang, aritmia bisa menandakan adanya masalah pada organ jantung.

"
Aritmia,Jenis Aritmia,"Ada beberapa jenis aritmia yang paling sering dijumpai, yaitu:
- Atrial fibrilasi, yaitu kondisi ketika jantung berdetak lebih cepat dan tidak teratur
- AV blok, yaitu kondisi ketika jantung berdetak lebih lambat
- Supraventrikular takikardi, yaitu kondisi ketika denyut jantung terlalu cepat
- Ventrikel ekstra sistol, yaitu kondisi ketika ada denyutan lain di luar denyut normal
- Ventrikel fibrilasi, yaitu kondisi ketika jantung hanya bergetar
"
Aritmia,Penyebab Aritmia,"Aritmia terjadi ketika impuls listrik yang berfungsi mengatur detak jantung tidak bekerja dengan baik. Kondisi tersebut dapat disebabkan oleh sejumlah kondisi di bawah ini:
- Konsumsi obat pilek atau obat alergi
- Sleep apnea
- Hipertensi
- Diabetes
- Gangguan elektrolit, seperti kelebihan atau kekurangan kalium, hiperkalemia, dan hipomagnesemia

- Gangguan tiroid, misalnya hipertiroidisme

- Kelainan katup jantung
- Penyakit jantung bawaan, seperti tetralogy of Fallot

- Penyakit jantung koroner
- Serangan jantung
- Kardiomiopati
- Torsade de pointes
Selain kondisi medis, aritmia juga dapat dipicu oleh gaya hidup yang tidak sehat, seperti:
- Tidak dapat mengelola stres dengan baik
- Kurang tidur
- Merokok
- Mengonsumsi minuman beralkohol atau berkafein secara berlebihan
- Menyalahgunakan NAPZA
"
Aritmia,Gejala Aritmia,"Aritmia bisa terjadi tanpa menimbulkan gejala, sehingga kadang tidak disadari oleh penderitanya. Gejala aritmia yang dapat muncul antara lain:
- Jantung berdetak lebih cepat dari normal (takikardia)
- Jantung berdetak lebih lambat dari normal (bradikardia)
- Pusing
- Pingsan
- Cepat lelah
- Sesak napas
- Nyeri dada
Perlu diketahui, seseorang yang mengalami gejala di atas belum tentu mengalami aritmia. Oleh karena itu, pemeriksaan oleh dokter diperlukan agar dapat diketahui apa yang memicu gejala tersebut.
"
Aritmia,Gejala Aritmia: Kapan harus ke dokter,"Lakukan pemeriksaan kesehatan secara rutin ke dokter ahli kardiologi, terutama bila Anda menderita hipertensi, gangguan tiroid, diabetes, penyakit jantung, atau pernah menjalani operasi jantung.
Segera ke dokter bila sering mengalami nyeri dada, sesak napas, dan jantung berdebar, terutama jika keluhan tersebut muncul secara tiba-tiba.
Bila ada orang di sekitar Anda jatuh pingsan setelah sebelumnya mengeluhkan gejala-gejala di atas, segera bawa ia ke IGD di rumah sakit terdekat.
"
Aritmia,Diagnosis Aritmia,"Untuk menentukan apakah pasien menderita aritmia, dokter akan menanyakan gejala yang muncul dan mendengarkan detak jantung pasien. Setelah itu, dokter akan melakukan beberapa pemeriksaan berikut:
- Elektrokardiogram (EKG), untuk merekam aktivitas listrik jantung dalam kondisi berbaring
- Holter monitoring, untuk merekam aktivitas listrik jantung ketika pasien beraktivitas selama seharian
- Uji latih jantung, untuk mengukur aktivitas jantung saat pasien melakukan latihan fisik, seperti mengayuh sepeda statis atau berjalan di atas treadmill

- Echo jantung, untuk melihat struktur dan fungsi jantung dengan bantuan gelombang suara
Dokter juga dapat menjalankan pemeriksaan lain guna melihat kemungkinan adanya penyakit yang mendasari aritmia, yaitu:
- Pengukuran kadar elektrolit
- Pengukuran kadar gula darah
- Pemindaian
- Katerisasi jantung
- Biopsi
"
Aritmia,Pengobatan Aritmia,"Pengobatan aritmia bertujuan untuk mengatasi irama jantung yang tidak teratur. Metode yang digunakan tergantung pada jenis gangguan irama jantung yang dialami, apakah terlalu cepat atau terlalu lambat.
Metode pengobatannya meliputi:
"
Aritmia,Pengobatan Aritmia: Obat-obatan,"Obat-obatan yang diresepkan dokter untuk mengatasi aritmia adalah obat antiaritmia. Dokter juga akan meresepkan warfarin untuk menurunkan risiko terjadinya penggumpalan darah.
"
Aritmia,Pengobatan Aritmia: Ablasi,"Dokter akan melakukan tindakan ablasi jantung dengan prosedur kateterisasi jantung. Prosedur ini dilakukan dengan cara memasang satu atau lebih kateter di pembuluh darah yang menuju ke jantung.
Elektroda yang terdapat di ujung kateter akan menghancurkan sebagian kecil jaringan di jantung yang menyebabkan gangguan irama jantung, sehingga irama jantung menjadi normal kembali.
"
Aritmia,Pengobatan Aritmia: Alat pacu jantung,"Dokter akan memasang alat pacu jantung di bawah kulit, tepat di bawah tulang selangka. Alat pacu tersebut berfungsi mengembalikan irama jantung yang terlalu lambat menjadi normal.
"
Aritmia,Pengobatan Aritmia: ICD,"Implantable cardioverter-defribilator (ICD) adalah alat kecil yang dipasang di dada. Alat ini digunakan pada pasien yang berisiko mengalami henti jantung mendadak. Implan alat ini akan mendeteksi tanda henti jantung dan otomatis mengalirkan listrik untuk mengatasinya.
"
Aritmia,Komplikasi Aritmia,"Pada beberapa kasus, aritmia dapat memburuk dan menyebabkan komplikasi serius, seperti:
- Demensia
- Penyakit Alzheimer
- Stroke
- Gagal jantung
- Henti jantung mendadak
- Kematian mendadak pada bayi (SIDS)
"
Aritmia,Pencegahan Aritmia,"Seperti telah dijelaskan di atas, banyak faktor yang bisa menyebabkan aritmia. Oleh karena itu, pencegahannya tergantung pada penyebab aritmia tersebut.
"
Aritmia,Pencegahan Aritmia,"- Berhenti merokok
- Mengonsumsi makanan sehat
- Menjaga berat badan ideal

- Berolahraga secara teratur
- Membatasi konsumsi minuman beralkohol dan berkafein
- Menghindari konsumsi obat tanpa petunjuk dokter
Penderita penyakit jantung perlu melakukan kontrol rutin ke dokter agar kondisi penyakitnya tidak makin memburuk dan menimbulkan aritmia. Penderita juga perlu mengonsumsi obat secara teratur sesuai anjuran dokter dan segera ke dokter begitu gejala memburuk.
"
Syok Kardiogenik,Pengertian Syok Kardiogenik,"Syok kardiogenik adalah syok yang disebabkan oleh ketidakmampuanÂ jantung untuk memompa darah ke seluruh tubuh. Syok kardiogenik merupakan kondisi yang berbahaya dan perlu mendapatkan penanganan secepatnya.
Beberapa gejala yang terjadi saat seseorang mengalami syok kardiogenik adalah penurunan tekanan darah, denyut nadi cepat tetapi lemah, sesak napas, ujung kaki dan tangan terasa dingin, hingga penurunan kesadaran.

"
Syok Kardiogenik,Pengertian Syok Kardiogenik,"Beberapa gejala yang terjadi saat seseorang mengalami syok kardiogenik adalah penurunan tekanan darah, denyut nadi cepat tetapi lemah, sesak napas, ujung kaki dan tangan terasa dingin, hingga penurunan kesadaran.

"
Syok Kardiogenik,Penyebab Syok Kardiogenik,"Penyebab utama syok kardiogenik adalahÂ serangan jantung. Namun, tidak semua penderita serangan jantung pasti mengalami syok kardiogenik.
Beberapa kondisi lain yang bisa memicu terjadinya syok kardiogenik adalah:
- Lemah otot jantung atau kardiomiopati
- Gangguan irama jantung, sepertiÂ ventricular tachycardia,Â ventrikel fibrilasi, danÂ takikardia supraventrikular

- Tamponade jantung atau terkumpulnya cairan pada kantung pelapis jantung (efusi perikardium)
- Miokarditis atau peradangan pada otot jantung
- Endokarditis atau infeksi pada lapisan dalam dan katup jantung
- Emboli paru atau sumbatan yang terjadi pada paru-paru
Selain beberapa penyebab di atas, syok kardiogenik juga dapat disebabkan oleh overdosis obat tertentu, seperti penghambat beta (beta blockers), antagonis kalsium, dan doxorubicin.
"
Syok Kardiogenik,Faktor risiko syok kardiogenik,"Selain penyakit dan kondisi yang disebutkan di atas, sejumlah faktor berikut juga bisa meningkatkan risiko seseorang mengalami syok kardiogenik:
Berusia lebih dari 75 tahun
- MenderitaÂ gagal jantung

- Menderita diabetes,Â sepsis, atauÂ pneumothorax

- Menderita berat badan berlebih atauÂ obesitas

- Pernah terkena serangan jantung
- Pernah menjalaniÂ operasiÂ bypassÂ jantung

"
Syok Kardiogenik,Gejala Syok Kardiogenik,"GejalaÂ syokÂ kardiogenik muncul akibat menurunnya alirah darah ke jaringan tubuh. Salah satu tanda khas terjadinya syok kardiogenik adalah kondisi penderitanya yang tidak kunjung membaik setelah pemberian cairan.
Gejala-gejala akibat berkurangnya aliran darah ke jaringan tersebut antara lain:
- Tekanan darah rendah atauÂ hipotensi

- Denyut nadi cepat tetapi lemah
- Frekuensi buang air kecil berkurang atau sama sekali tidak buang air kecil
- Ujung tangan dan kaki terasa dingin
- Tubuh terasa sangat lelah
- Berkeringat dan pucat
- Sesak napas
- Mual dan muntah
- Pusing
- Linglung
- Pingsan atau penurunan kesadaran
Bila syok kardiogenik disebabkan oleh serangan jantung, penderita biasanya akan merasakan nyeri dada yang menjalar ke lengan, leher, rahang, punggung atau bahu, sebelum kemunculan gejala yang disebutkan di atas.
"
Syok Kardiogenik,Gejala Syok Kardiogenik: Kapan harus ke dokter,"Segera bawa ke IGD rumah sakit terdekat jika ada seseorang di sekitar Anda yang mengalami gejala seperti di atas, terlebih bila disertai dengan penurunan kesadaran. Syok kardiogenik bisa memburuk dalam waktu yang cepat dan mengancam nyawa sehingga pasien perlu mendapatkan penanganan secepatnya.
Jika Anda memiliki penyakit atau kondisi medis yang dapat meningkatkan risiko terjadinya syok kardiogenik, lakukan pemeriksaan berkala sesuai anjuranÂ dokter.
"
Syok Kardiogenik,Diagnosis Syok Kardiogenik,"Syok kardiogenik tergolong kondisi gawat darurat. Sambil memberikan tindakan untuk menstabilkan kondisi pasien, dokter akan menanyakan gejala yang dialami pasien kepada pendamping atau keluarganya, kemudian melakukan pemeriksaan fisik menyeluruh.
Rangkaian pemeriksaan yang akan dilakukan oleh dokter adalah:
- Pemeriksaan kesadaran dan tanda-tanda vital, termasuk tekanan darah, denyut nadi, frekuensi pernapasan, dan suhu tubuh
- Tes darah, untuk mendeteksi kerusakan jantung melalui pemeriksaan enzim jantung (troponin dan CKMB), serta memeriksa kadar oksigen dalam darah dengan analisis gas darah
- Elektrokardiogram(EKG), untuk mengetahui aktivitas kelistrikan jantung dan mendeteksi tanda kerusakan jaringan atau otot jantung
- Ekokardiografi, untuk melihat struktur, ukuran, dan kondisi jantung
- Pemindaian denganÂ Rontgen dada, untuk memeriksa kondisi dan ukuran jantung, sekaligus mendeteksi penumpukan cairan di dalam paru-paru
- Angiografi koroner, untuk mendeteksi penyumbatan di dalam pembuluh darah, serta untuk mengukur tekanan di dalam bilik jantung
- PET scan jantung (nuclear heart scan), untuk mendeteksi gangguan pada aliran darah jantung
"
Syok Kardiogenik,Pengobatan Syok Kardiogenik,"Pengobatan syok kardiogenik bertujuan untuk mengatasi gejala, mengurangi risiko terjadinya kerusakan jantung lebih lanjut, dan mencegah komplikasi. Penderita akan mendapatkan perawatan dan pemantauan secara intensif. Berikut adalah penjelasannya:
"
Syok Kardiogenik,Pengobatan Syok Kardiogenik: Pertolongan pertama,"Jika penderita mengalami pingsan, orang di dekatnya harus mengamankan penderita dari lingkungan sekitar. Selanjutnya, hubungi layanan ambulans dan lakukan CPR sambil menunggu bantuan datang.
"
Syok Kardiogenik,Pengobatan Syok Kardiogenik: Pengobatan gawat darurat,"Saat penderita syok kardiogenik tiba di IGD, dokter akan melakukan penanganan untuk menstabilkan kondisi penderita, antara lain dengan:
- Memastikan jalan napas pasien aman dan tidak ada sumbatan
- Memberikan oksigen tambahan dengan bantuan nasal kanul, masker pernapasan, atauÂ ventilator

- Memberikan cairan dan obat melalui infus
"
